id;question;answer;source_doc;source_loc;tags;difficulty
681;Akademik teþvik puaný hesaplanýrken her bir faaliyet türünün toplam teþvik puaný içindeki aðýrlýðý nasýl sýnýrlandýrýlmýþtýr?;Akademik teþvik puaný hesaplanýrken her bir akademik faaliyet türünün toplam puanýn hesaplanmasýndaki aðýrlýðý, akademik teþvik toplam puanýnýn %30’unu geçemez. Toplam akademik teþvik puaný ise hiçbir durumda 100 puaný aþamaz. Bu kural araþtýrmacýlarýn sadece tek bir alanda üretim yapmak yerine farklý akademik faaliyet alanlarýnda dengeli bir þekilde yer almasýný teþvik etmek amacýyla uygulanmaktadýr. Her kategori için Faaliyet Hesaplama Tablosu'ndaki (Tablo 4) üst sýnýrlar ayrýca geçerlidir.;[Yönetmelik];Madde 1(1) / Madde 8(3);üst sýnýr|aðýrlýk|puanlama|toplam puan;med
682;Üst komisyon üyeleri hangi kriterlere göre ve hangi süreyle görev yapmak üzere üniversite senatosu tarafýndan seçilir?;"Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu üyeleri; yüksek akademik teþvik puanýna sahip öðretim üyeleri arasýndan, her doçentlik temel alanýndan en az bir kiþi olmak üzere rektörün önereceði üç aday arasýndan senato tarafýndan seçilir. Komisyon baþkan hariç en az dört üyeden oluþmak koþuluyla iki yýl süreyle seçilir. Süresi biten üyeler yeniden seçilebilir; komisyonun baþkanlýðýný ise rektör tarafýndan görevlendirilen bir rektör yardýmcýsý yürütür. Üyeliðin boþalmasý halinde ayný usulle yeni üye seçilir.";[Yönetmelik];Madde 4(1);üst komisyon|seçim|senato|görev süresi;med
683;Birim akademik teþvik baþvuru ve inceleme komisyonu üyeleri hangi makam tarafýndan seçilir ve asgari kaç kiþiden oluþur?;Birim komisyonu, yükseköðretim kurumlarýnýn her bölüm, anabilim dalý veya anasanat dalý baþkanlýklarý bünyesinde en az üç üyeden oluþacak þekilde kurulur. Komisyon üyeleri ilgili birimin Yönetim Kurulu tarafýndan, yüksek akademik teþvik puanýna sahip olan öðretim elemanlarý arasýndan seçilir. Bölümde yeterli öðretim elemaný bulunmamasý halinde üyeler yakýn alanlardaki öðretim elemanlarý ile tamamlanabilir. Birim akademik teþvik baþvuru ve inceleme komisyonu üyeleri iki yýl için seçilir ve süresi bitenler yeniden görev alabilir.;[Yönetmelik];Madde 5(1);birim komisyonu|seçim|yönetim kurulu|görev süresi;med
684;Akademik teþvik komisyonlarýnda kararlarýn alýnmasý ve oylama usulü ile ilgili uygulanan temel yasak ve kurallar nelerdir?;Hem üst komisyon hem de birim komisyonlarý, baþkan dahil üye tam sayýsýnýn salt çoðunluðu ile toplanýr ve katýlanlarýn salt çoðunluðu ile karar alýr. Oylarýn eþit olmasý halinde komisyon baþkanýnýn oyu yönünde karar verilmiþ sayýlýr. En kritik kurallardan biri, komisyon üyelerinin oylama sýrasýnda hiçbir þekilde çekimser oy kullanamayacak olmalarýdýr. Kararlar tutanak altýna alýnmalý ve deðerlendirme raporlarýnda yapýlan puan deðiþiklikleri gerekçeleriyle birlikte açýklanmalýdýr.;[Yönetmelik];Madde 4(2) / Madde 5(2);oylama|çekimser oy|karar yeter sayýsý|komisyon;hard
685;Çok isimli yayýn, teblið ve patentler için uygulanan (k) katsayýsý kiþi sayýsýna göre nasýl deðiþmektedir?;"Çok isimli faaliyetlerde (k) katsayýsý Tablo 1'e göre belirlenir: 1 kiþi için 1; 2 kiþi için 0,8; 3 kiþi için 0,6; 4 kiþi için 0,45; 5 kiþi için 1/5; 6 kiþi için 1/6; 7 veya daha fazla kiþi için ise 1/kiþi sayýsý olarak uygulanýr. Bu katsayý faaliyetin toplam puaný ile çarpýlarak her bir araþtýrmacýnýn bireysel puanýna ulaþýlmasýný saðlar. Bu paylaþým usulü ortak yürütülen akademik çalýþmalarýn adil puanlanmasý amacýyla yönetmelikte standartlaþtýrýlmýþtýr.";[Yönetmelik];Madde 8(4) / Tablo 1;k katsayýsý|yazar sayýsý|puanlama|paylaþým;easy
686;Projelerde görev alan öðretim elemanlarýnýn puaný hesaplanýrken kullanýlan (r) katsayýsý rollere göre nasýl belirlenmiþtir?;"Akademik teþvik projelerinde (r) katsayýsý Tablo 2'de belirlenmiþtir: Projenin ""Yürütücüsü"" olan öðretim elemaný için r=1 katsayýsý uygulanýrken; projede ""Araþtýrmacý"" veya ""Bursiyer"" olarak görev yapanlar için r=0,5 katsayýsý uygulanýr. Bu katsayý projenin türüne göre belirlenen faaliyet oraný ile çarpýlarak araþtýrmacýnýn o projeden alacaðý puanýn hesaplanmasýnda kullanýlýr. Sadece baþarýyla sonuçlanmýþ ve sonuç raporu onaylanmýþ projeler için bu katsayýlar üzerinden puanlama yapýlýr.";[Yönetmelik];Madde 8(5) / Tablo 2;r katsayýsý|proje rolü|yürütücü|araþtýrmacý;easy
687;SCI-Expanded, SSCI ve AHCI kapsamýndaki dergilerde yayýmlanan makaleler için kullanýlan (p) katsayýsý neye göre belirlenir?;"p katsayýsý, makalenin yayýmlandýðý yýl için derginin ISI Web of Science Çeyreklik (Quartile/Q) sýnýflandýrmasýna göre belirlenir: Q1 için 1; Q2 için 0,8; Q3 için 0,5; Q4 için 0,25 uygulanýr. AHCI kapsamýndaki dergiler için katsayý deðeri sabit 0,5 olarak uygulanýr. Eðer bir derginin Q deðeri henüz belirlenmemiþse en alt katsayý olan 0,25 deðeri esas alýnýr. Araþtýrmacýlarýn WOS üzerinden aldýklarý güncel Q deðerini gösteren belgeleri FUATS sistemine yüklemeleri zorunludur.";[Yönetmelik];Madde 8(6) / Tablo 3;p katsayýsý|quartile|Q deðeri|wos;hard
688;Akademik teþvik ödeneði hangi vergiden muaftýr ve diðer tazminatlarýn hesabýnda bir matrah olarak dikkate alýnýr mý?;Akademik teþvik ödeneði, damga vergisi hariç herhangi bir vergiye tabi tutulmaz. Ayrýca bu ödenek ilgili mevzuatý uyarýnca ödenmekte olan zam, tazminat, ödenek, döner sermaye ek ödemesi, ikramiye ve ücret gibi benzeri ödemelerin hesabýnda kesinlikle dikkate alýnmaz. Yani diðer yan ödemelerin matrahýna dahil edilmez ve onlardan baðýmsýz bir kalem olarak Þubat ayýndan itibaren 12 ay boyunca ödenir. Ödeme yapýlabilmesi için personelin aktif olarak aylýk alýyor olmasý þarttýr.;[Yönetmelik];Madde 10(2);vergi muafiyeti|damga vergisi|ek ödeme|mali hükümler;med
689;Akademik teþvik baþvurusu sýrasýnda yapýlan yanlýþ veya yanýltýcý beyanlarýn tespit edilmesi durumunda hangi yaptýrýmlar uygulanýr?;Ödeme yapýldýktan sonra dahi faaliyetlerin gerçeðe aykýrý olduðu veya yönetmelik kapsamýna girmediði tespit edilirse yapýlan tüm ödemeler kanuni faiziyle birlikte geri alýnýr. Ayrýca yanlýþ veya yanýltýcý bildirimde bulunanlar hakkýnda komisyonun tespitiyle idari inceleme baþlatýlýr ve cezai müeyyidelerin uygulanmasý gerekirse genel hukuk hükümleri uygulanýr. Bu süreç araþtýrmacýlarýn beyan ettikleri her türlü verinin ve sunduklarý dijital kanýtlarýn doðruluðundan þahsen sorumlu olduklarýný vurgulamaktadýr.;[Yönetmelik];Madde 10(5);yanlýþ beyan|yaptýrým|geri alma|kanuni faiz;hard
690;Milli Savunma Üniversitesi ve Polis Akademisi kadrolarýndaki öðretim elemanlarý akademik teþvik yönetmeliði hükümlerine tabi midir?;"Evet, Akademik Teþvik Ödeneði Yönetmeliði hükümleri Milli Savunma Üniversitesi, Jandarma ve Sahil Güvenlik Akademisi ile Polis Akademisi kadrolarýnda bulunan öðretim elemanlarý hakkýnda da aynen uygulanýr. Bu kurumlardaki akademik teþvik düzenleme, denetleme ve itiraz süreçlerine iliþkin hususlar; ilgisine göre rektör veya akademi baþkanlarý tarafýndan yönetmelik çerçevesinde belirlenir. Bu personel de devlet üniversitelerindeki meslektaþlarý gibi ayný faaliyet türleri ve puanlama esaslarý üzerinden teþvikten yararlanma hakkýna sahiptir.";[Yönetmelik];Madde 1(2) / Madde 9(1);MSÜ|polis akademisi|jandarma|kapsam;med
691;"Dergilerin ""Alan Ýndeksi"" kategorisinde puanlanabilmesi için hangi kurumlarýn tanýmladýðý ve onayladýðý listeler esas alýnmaktadýr?";Alan indeksleri, Üniversitelerarasý Kurul (ÜAK) Baþkanlýðý tarafýndan hazýrlanýp Yükseköðretim Kurulunca onaylanan doçentlik baþvurusu için kabul edilen endeksleri ifade eder. Bu kapsamda puanlama yapýlabilmesi için derginin ilgili alan indeksine girdiðini gösteren ÜAK sayfasýndan alýnmýþ belgenin FUATS sistemine yüklenmesi þarttýr. Alan indeksi puanlamasý sadece Eðitim Bilimleri, Mimarlýk, Sosyal, Beþeri ve Ýdari Bilimler ile Spor Bilimleri gibi yönetmelikte tanýmlanan belirli temel alanlar için geçerlidir.;[Baþvuru Rehberi]|[Yönetmelik];Madde 3(b) / Madde 26;alan indeksi|üak|doçentlik|indeks;hard
692;"Akademik teþvik kapsamýnda ""yurt dýþý araþtýrma"" faaliyeti için aylýk bazda belirlenen faaliyet oraný nedir?";"Yönetmeliðin Faaliyet Hesaplama Tablosu'na (Tablo 4) göre yurt dýþý araþtýrma faaliyetleri ay üzerinden deðerlendirilir ve her bir tam ay için faaliyet oraný 15 olarak belirlenmiþtir. Araþtýrmanýn puan alabilmesi için en az dört ay sürmesi þarttýr. Bu durumda dört aylýk bir yurt dýþý araþtýrma ""15 x 4 = 60"" oranýna sahip olur ve bu oran araþtýrma kategorisinin temel puaný olan 15 ile çarpýlarak (60% x 15) 9 puan kazandýrýr.";[Yönetmelik];Tablo 4 / Madde 7(3);araþtýrma|yurt dýþý|ay katsayýsý|puanlama;hard
693;TÜBÝTAK 1005 (Ulusal Yeni Fikirler ve Ürünler Araþtýrma Destek Programý) projesinde yürütücü olan birinin puan oraný kaçtýr?;"Yönetmeliðin Faaliyet Hesaplama Tablosu'na (Tablo 4) göre TÜBÝTAK 1005 ve 3001 projeleri için faaliyet oraný ""r x 70"" olarak belirlenmiþtir. Proje yürütücüsü için r katsayýsý 1 olduðundan, yürütücü bu projeden doðrudan 70 oranýnda puan alýr. Bu oran proje kategorisinin temel puaný olan 20 ile çarpýlarak (70% x 20) toplam 14 puan olarak teþvik puanýna yansýtýlýr. Projenin 2025 yýlýnda baþarýyla sonuçlanmýþ olmasý belgelenmelidir.";[Yönetmelik];Tablo 4 / Madde 8(5);tübitak 1005|proje|puanlama|yürütücü;med
694;"Akademik teþvik baþvurusu sýrasýnda öðretim elemanlarýnýn ""Kurum Deðiþikliði Beyan Formu"" sunmasý hangi durumda zorunludur?";Öðretim elemaný 2025 yýlý içerisinde baþka bir kurumdan (üniversite veya diðer kamu kurumlarý) naklen gelmiþ ise Kurum Deðiþikliði Beyan Formunun sunulmasý zorunludur. Bu formda araþtýrmacýnýn önceki kurumda ve üniversitemizde gerçekleþtirdiði faaliyetler ayrýntýlý olarak belirtilmelidir. Ayrýca YÖKSÝS çýktýsýnda her bir faaliyetin hangi kurum bünyesinde yapýldýðý da açýkça gösterilmelidir. Farklý kurumlarda gerçekleþtirilen faaliyetlerin deðerlendirilmesi, araþtýrmacýnýn þu an kadrosunun bulunduðu üniversitedeki komisyonca yapýlýr.;[Baþvuru Rehberi]|[Yönetmelik];Madde 8 / Madde 6(2);kurum deðiþikliði|beyan formu|naklen atama|yöksis;hard
695;Uluslararasý patentlerin akademik teþvik kapsamýnda deðerlendirilebilmesi için tescil belgesinde hangi teknik kriterler aranmaktadýr?;"Patent Ýþbirliði Antlaþmasý (PCT) kapsamýnda yapýlan baþvurularda; uluslararasý araþtýrma raporunun yazýlý görüþ kýsmýnda veya ön inceleme raporunda en az bir istemin patentlenebilirlik kriterlerini (yenilik, buluþ basamaðý, sanayiye uygulanabilirlik) saðladýðýnýn ifade edilmiþ olmasý þarttýr. Avrupa Patent Ofisi (EPO) tarafýndan verilen patentler de bu kapsamdadýr. Patentlerin tescil tarihinin 2025 yýlý olmasý esas alýnýr. Tescil belgesinin nüshasý veya yetkili mercilerce düzenlenen resmi onay raporu sisteme yüklenmelidir.";[Baþvuru Rehberi]|[Yönetmelik];Madde 33 / Madde 3(ö);patent|tescil|yenilik|buluþ basamaðý;hard
696;Birim akademik teþvik baþvuru ve inceleme komisyonunun kararlarýnda oylarýn eþitliði durumunda hangi kural iþletilir?;Birim akademik teþvik baþvuru ve inceleme komisyonu, baþkan dahil üye tam sayýsýnýn salt çoðunluðu ile toplanýr ve katýlanlarýn salt çoðunluðu ile karar alýr. Oylarýn eþit daðýlmasý durumunda komisyon baþkanýnýn oyu yönünde karar alýnmýþ sayýlýr. Komisyon üyelerinin oylama sýrasýnda çekimser oy kullanmalarý kesinlikle yasaktýr. Bu kural, üst komisyon olan Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu için de Madde 4(2) uyarýnca aynen geçerlidir.;[Yönetmelik];Madde 5(2) / Madde 4(2);birim komisyonu|karar yeter sayýsý|oy eþitliði|çekimser oy;med
697;"Ödül kategorisinde yer alan ""YÖK Yýlýn Doktora Tezi Ödülü"" akademik teþvik puanlamasýnda kaç faaliyet oranýna sahiptir?";Yönetmeliðin Faaliyet Hesaplama Tablosu'na (Tablo 4) göre YÖK Yýlýn Doktora Tezi Ödülü %100 faaliyet oranýna sahiptir. Bu oran ödül kategorisinin temel puaný olan 20 ile çarpýldýðýnda araþtýrmacýya 20 tam puan kazandýrýr. Benzer þekilde TÜBÝTAK Bilim Ödülü ve TÜBA Akademi Ödülü de %100 oran ile deðerlendirilir. Ödülün 2025 yýlýnda verilmiþ olmasý ve yetkili mercilerce onaylanmýþ belgesinin sisteme yüklenmesi þarttýr.;[Yönetmelik];Tablo 4 (Ödül);yök ödülü|doktora tezi|puanlama|ödül;easy
698;Akademik teþvik baþvurusu sýrasýnda öðretim elemanlarý kanýtlayýcý belgelerini fiziksel dosya olarak teslim etmeli midir?;Hayýr, akademik teþvik baþvurularýnda öðretim elemanlarý sadece YÖKSÝS ve FUATS sistem çýktýlarýný imzalayarak fiziksel olarak birimlerine teslim edeceklerdir. Faaliyetlere iliþkin tüm örnek, kanýt ve belgeler ise sadece elektronik ortamda FUATS sistemi (https://akademiktesvik.firat.edu.tr) üzerinden sunulmalýdýr. Fiziksel dosya veya kanýt dökümaný teslimi yapýlmayacaðý takvimde açýkça belirtilmiþtir. Ýnceleme komisyonlarý tüm deðerlendirmeleri bu dijital belgeler üzerinden yapacaktýr.;[Takvim]|[Baþvuru Rehberi];02-11 Ocak 2026;kanýt|elektronik sunum|belge teslimi|fuats;easy
699;Ýlan edilen akademik teþvik sonuçlarýna karþý yapýlacak itirazlarýn deðerlendirilmesi ve nihai karara baðlanmasý ne kadar sürer?;Üst komisyon tarafýndan alýnan itirazlar, itiraz süresinin bittiði tarihten itibaren en geç beþ iþ günü içerisinde deðerlendirilerek nihai karara baðlanýr. Fýrat Üniversitesi 2026 takvimine göre bu süreç 01-05 Þubat 2026 tarihleri arasýndadýr. Komisyonun itirazlar sonucunda vereceði bu kararlar kesindir ve üniversite bünyesinde baþka bir itiraz merci bulunmamaktadýr. Kesinleþen listeler 06 Þubat tarihinde ödeme birimlerine bildirilir.;[Takvim]|[Yönetmelik];Madde 6(6) / 01-05 Þubat 2026;itiraz|nihai karar|üst komisyon|takvim;med
700;"Hangi tür ses veya görüntü kayýtlarý akademik teþvik kapsamýnda ""yayýn"" kategorisinde puanlanabilmektedir?";Dergilerdeki yayýnlarýn yaný sýra ses ve görüntü kayýtlarý da teþvik kapsamýndadýr. Ulusal ve uluslararasý boyutta performansa dayalý ses ve görüntü kayýtlarýnýn deðerlendirilmesinde mutlaka yayýmlanmýþ olma koþulu aranýr. Uluslararasý boyutta kiþisel veya karma kayýtlar ile ulusal boyutta kiþisel kayýtlar puanlamaya dahildir. Müzik ve Konservatuvar bölümleri için CD, DVD veya benzeri ortamdaki kayýtlara yönelik bandrol belgesinin sunulmasý zorunludur.;[Yönetmelik]|[Baþvuru Rehberi];Madde 7(4) / Madde 28;ses kaydý|görüntü kaydý|bandrol|yayýn;med
701;"Dergilerde yayýmlanan ""vaka takdimi"" veya ""editöre mektup"" gibi kýsa makaleler akademik teþvik puanlamasýnda nasýl hesaplanmaktadýr?";"SCI, SCI-Expanded, SSCI ve AHCI kapsamýndaki dergilerde müstakil yayýmlanmýþ vaka takdimi, editöre mektup, teknik not, araþtýrma notu ve kitap eleþtirisi gibi kýsa makaleler puanlamaya dahildir. Bu tür yayýnlar için ""k x p x 30"" (A1/A3 alanlarý) veya ""k x p x 40"" (A2/A4 alanlarý) formülü uygulanýr. Bu oranlar, tam araþtýrma makalesi puanýnýn yarýsýna denk gelmektedir. Puanlama için yayýnýn cilt/sayfa numarasý alarak yayýmlanmýþ olmasý zorunludur.";[Yönetmelik];Madde 8(6) / Tablo 4;kýsa makale|vaka takdimi|puanlama|hesaplama;hard
702;Ayný yayýn veya esere bir kitabýn farklý bölümlerinde yapýlan atýflar akademik teþvik puanlamasýnda nasýl sayýlmaktadýr?;Ayný yayýn veya esere bir kitabýn farklý bölümlerinde veya kýsýmlarýnda yapýlan atýflar normal þartlarda yalnýzca bir atýf olarak deðerlendirilir. Ancak, bu kuralýn bir istisnasý mevcuttur: Eðer kitabýn her bir bölümünün yazarlarý farklý ise, bu farklý bölümlerde ayný esere yapýlan her bir atýf için ayrý ayrý puan deðerlendirmesi yapýlýr. Bu durumun belgelenmesi için kitabýn içindekiler sayfasý ve ilgili kaynakça sayfalarýnýn FUATS sistemine yüklenmesi araþtýrmacýnýn sorumluluðundadýr.;[Baþvuru Rehberi]|[Yönetmelik];Madde 37 / Madde 7(8);atýf|mükerrer atýf|kitap bölümü|puanlama;hard
703;"Sergi faaliyetlerinde ""tekrarlayan etkinlikler"" için uygulanan puanlama kýsýtlamasý tam olarak nedir?";Ayný yýl içerisinde tekrar eden sergi, konser, festival ve gösteri gibi sanatsal etkinliklerin puanlanmasýnda en çok iki tekrar dikkate alýnýr. Ýlk etkinlik için tam puan verilirken, ikinci tekrar etkinlik için mevcut faaliyet puanýnýn yarýsý (%50'si) uygulanýr. Ýkiden fazla tekrar eden ayný içerikli faaliyetler için ise hiçbir puanlama yapýlmaz. Sergilerin deðerlendirilmesinde serginin açýldýðý ve tamamlandýðý tarih (2025 yýlý) esas alýnýr. Eðitim-öðretim ve öðrenci kulüpleri kapsamýndaki sergiler puanlanmaz.;[Baþvuru Rehberi]|[Yönetmelik];Madde 32 / Madde 7(6);sergi|tekrar|puanlama|kýsýtlama;med
704;"Dergilerin ""Diðer uluslararasý hakemli dergiler"" kategorisinde puanlanabilmesi için hangi yayýn süresi þartýný saðlamasý gerekir?";Bir derginin bu kategoride deðerlendirilebilmesi için en az beþ yýldýr yýlda en az bir sayý ile düzenli olarak yayýmlanýyor olmasý þarttýr. Ayrýca derginin editör veya yayýn kurulunun uluslararasý olmasý, bilimsel deðerlendirme sürecinin internet sayfasýnda ilan edilmiþ olmasý ve yayýmlanmýþ makale künyelerine dijital olarak ulaþýlabilmesi gerekir. Yayýn hayatý beþ yýldan az olan dergilerde çýkan makaleler teþvik kapsamýna dahil edilmez. Araþtýrmacýlar derginin arþiv bilgilerini FUATS üzerinden beyan etmelidir.;[Baþvuru Rehberi]|[Yönetmelik];Madde 21 / Madde 7(4);dergi|yayýn süresi|uluslararasý|kriter;med
705;Tebliðlerin sunulduðu etkinliðin uluslararasý niteliðini teyit etmek amacýyla ödemeye esas hangi resmi belge gereklidir?;"Bir tebliðin sunulduðu etkinliðin uluslararasý sayýlabilmesi için beþ farklý ülkeden konuþmacý katýlýmý gibi teknik kriterlerin yaný sýra resmi bir onay þartý vardýr. Etkinliðin uluslararasý niteliði haiz olup olmadýðý hususunda, ödemeye esas teþkil etmek üzere mutlaka ""üniversite yönetim kurulu kararý"" bulunmalýdýr. Bu karar bulunmayan etkinliklerde sunulan tebliðler, diðer þartlarý saðlasa dahi uluslararasý kategoride puanlanmaz. Araþtýrmacýlarýn bu kararý veya teyit belgesini kanýt olarak sisteme yüklemeleri zorunludur.";[Baþvuru Rehberi]|[Yönetmelik];Madde 40 / Madde 7(9);teblið|yönetim kurulu|onay|uluslararasý;hard
706;"Güzel Sanatlar temel alanýndaki ""A4"" branþlarý için uluslararasý kiþisel ses veya görüntü kaydý kaç puan oranýna sahiptir?";Faaliyet Hesaplama Tablosu'na (Tablo 4) göre, sadece A4 (Güzel Sanatlar) temel alaný için geçerli olan uluslararasý boyutta performansa dayalý yayýmlanmýþ kiþisel ses ve/veya görüntü kayýtlarý için faaliyet oraný 20 olarak belirlenmiþtir. Karma ses veya görüntü kayýtlarýnda ise bu oran 10'dur. Bu kayýtlarýn puanlanabilmesi için 2025 yýlý içerisinde yayýmlanmýþ olmasý ve Müzik/Konservatuvar bölümleri için bandrol belgesinin sunulmasý þarttýr. Diðer temel alanlarda ses kaydý için oran tanýmlanmamýþtýr.;[Yönetmelik];Tablo 4 / Madde 8(7);ses kaydý|güzel sanatlar|A4 alaný|puanlama;hard
707;TÜBÝTAK projeleri için akademik teþvik baþvurusu sýrasýnda FUATS sistemine bilimsel kurul deðerlendirme raporu yüklenmeli midir?;Baþvuru Rehberi'nin 13. maddesine göre bilimsel kurul deðerlendirme raporlarý TÜBÝTAK projeleri için geçerli deðildir ve sisteme yüklenmesi zorunlu tutulmamýþtýr. TÜBÝTAK projeleri için sadece destekleyen kuruluþ (TÜBÝTAK) tarafýndan projenin sonuçlandýðýný veya kapatýldýðýný gösteren onaylý resmi belgenin sunulmasý yeterlidir. Ancak TÜBÝTAK dýþýndaki diðer ulusal veya uluslararasý özel/resmi kurum ve kuruluþlar tarafýndan desteklenen Ar-Ge projeleri için bu tür deðerlendirme raporlarýnýn sunulmasý gerekebilir.;[Baþvuru Rehberi];Madde 13;tübitak|proje belgeleri|deðerlendirme raporu|fuats;med
708;"Akademik teþvik puaný hesaplanýrken iki yazarlý bir makale veya patent için ""k"" katsayýsý deðeri kaçtýr?";"Yönetmelikte yer alan Tablo 1'e göre, çok isimli yayýnlarda (makale, derleme, kitap) ve patentlerde yazar sayýsý iki olduðunda uygulanacak ""k"" katsayýsý 0,8 olarak belirlenmiþtir. Bu katsayý faaliyet türü için belirlenen temel oran ile çarpýlarak bireysel puanýn hesaplanmasýnda kullanýlýr. Tek yazarlý bir eserde katsayý tam deðer olan 1 iken, yazar sayýsý arttýkça katsayý düþmektedir. Üç kiþi için 0,6, dört kiþi için 0,45 katsayýsý uygulanýr.";[Yönetmelik];Madde 8(4) / Tablo 1;k katsayýsý|iki isimli|paylaþým|hesaplama;easy
709;Özel bir paylaþým oraný bulunmayan karma sanatsal etkinliklerde puanlama kiþi sayýsýna bölünür mü?;"Normalde çok katýlýmcý faaliyetlerde oran/kiþi sayýsý dikkate alýnýrken; sergi faaliyet türündeki karma etkinlikler ile uluslararasý boyutta performansa dayalý yayýmlanmýþ karma ses veya görüntü kayýtlarý bu kuraldan muaftýr. Bu tür faaliyetlerde katýlýmcý sayýsýna bakýlmaksýzýn her bir öðretim elemanýna tam puan verilir. Bu istisna dýþýnda kalan tüm akademik faaliyetlerde (yayýn, teblið, patent vb.) yazar sayýsýna göre belirlenen (k) katsayýsý üzerinden puan paylaþýmý yapýlmasý zorunludur.";[Yönetmelik];Madde 8(7);karma etkinlik|istisna|kiþi sayýsý|ses kaydý;hard
710;Yabancý uyruklu öðretim elemanlarý akademik teþvik ödeneðinden faydalanabilir mi ve bu konudaki yönetmelik hükmü nedir?;"Hayýr, Akademik Teþvik Ödeneði Yönetmeliði'nin 6. maddesinin 9. fýkrasý uyarýnca yabancý uyruklu öðretim elemanlarý bu ödenekten kesinlikle yararlanamazlar. Teþvik ödeneði sadece devlet yükseköðretim kurumlarý kadrolarýnda bulunan Türk vatandaþý öðretim elemanlarýný kapsamaktadýr. Yabancý uyruklu personel sistem üzerinden faaliyet beyanýnda bulunsa dahi puan hesaplamasý yapýlmaz ve ödeme listelerine dahil edilmezler. Bu kuralýn herhangi bir istisnasý yönetmelikte yer almamaktadýr; personelin uyrukluk bilgisi ilgili birimlerce denetlenir.";[Yönetmelik];Madde 6(9);yabancý uyruklu|kapsam dýþý|öðretim elemaný|ödeme;"easy"""
711;Fýrat Üniversitesi akademik teþvik sürecinde öðretim elemanlarýnýn baþvurularýný tamamlamasý için belirlenen resmi tarih aralýðý ve yöntem nedir?;"Öðretim elemanlarý baþvurularýný 02-11 Ocak 2026 tarihleri arasýnda yapmalýdýr; baþvurular kadrolarýnýn bulunduðu birimin akademik teþvik baþvuru ve inceleme komisyonuna sunulur; süreçte YÖKSÝS çýktýsý ve FUATS sistem çýktýsýnýn her sayfasýnýn imzalanmasý zorunludur; kanýtlayýcý belgeler ise fiziksel dosya yerine tamamen elektronik ortamda FUATS üzerinden teslim edilmelidir.";[Takvim];02-11 Ocak 2026;baþvuru|tarih|fuats|yöksis;easy
712;Birim akademik teþvik baþvuru ve inceleme komisyonu kendisine sunulan baþvurularý hangi tarihler arasýnda inceleyerek sisteme giriþ yapmalýdýr?;"Birim komisyonu öðretim elemanlarýnca yapýlan baþvurularý 12-15 Ocak 2026 tarihleri arasýnda FUATS sistemi üzerinden inceler; teþvik almaya hak kazananlarýn 15 Ocak 2026 tarihinde sisteme giriþi yapýlýr; ayný gün onaylý YÖKSÝS ve FUATS sistem çýktýlarý ilgili Dekanlýk veya Müdürlüklere gönderilir; komisyon deðerlendirmelerini yönetmelik hükümlerine uygun olarak yapmak ve belgeleri eksiksiz þekilde üst komisyona iletilmek üzere hazýrlamakla yükümlüdür.";[Takvim];12-15 Ocak 2026;birim komisyonu|inceleme|veri giriþi|takvim;med
713;Üst komisyon tarafýndan baþvurularýn deðerlendirilmesi ve teþvik almaya hak kazananlarýn ilan edilmesi hangi tarihlerde gerçekleþtirilecektir?;"Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu baþvurularý 17-24 Ocak 2026 tarihleri arasýnda deðerlendirir; deðerlendirme süreci tamamlandýktan sonra sonuçlar 25 Ocak 2026 tarihinde ilan edilir; ilan iþlemi üniversitenin FUATS sistemi üzerinden gerçekleþtirilir; ilan edilen sonuçlar araþtýrmacýlarýn kazandýklarý puanlarý ve deðerlendirme detaylarýný kapsar; bu tarih ayný zamanda yasal itiraz sürecinin baþlangýcýndan bir gün öncesini temsil etmektedir.";[Takvim];17-25 Ocak 2026;ilan|üst komisyon|deðerlendirme|sonuç;easy
714;Akademik teþvik sonuçlarýna karþý itirazlarýn teslim edileceði makam ve takvimde belirlenen teslim yöntemi nasýldýr?;"Ýlan edilen sonuçlara karþý yapýlacak itirazlar 26-30 Ocak 2026 tarihleri arasýnda kabul edilmektedir; itiraz dilekçelerinin mutlaka Rektör Yardýmcýlýðý Makamýna þahsen ve elden teslim edilmesi zorunludur; yönetmelik ve takvim hükümleri gereði posta, kargo veya e-posta yoluyla yapýlan baþvurular kabul edilmez; elden teslim edilen dilekçeler üst komisyon tarafýndan 01-05 Þubat 2026 tarihleri arasýnda deðerlendirilerek nihai karara baðlanýr.";[Takvim]|[Baþvuru Rehberi];26-30 Ocak 2026;itiraz|dilekçe|elden teslim|rektör yardýmcýsý;med
